,AZNMc,CAMXc,ERCTc,FRCCc,MROEc,MROWc,NEWEc,NWPPc,NYSTc,RFCEc,RFCMc,RFCWc,RMPAc,SPNOc,SPSOc,SRMVc,SRMWc,SRSOc,SRTVc,SRVCc
110,290.03476,133.87779,152.26957000000002,103.57746999999999,91.95444,109.0272,315.30084,296.86163,230.70027000000002,288.61162,347.15214000000003,256.81086999999997,422.10615,202.42410999999998,301.63836,268.62994,135.68341,148.96911,206.78358,113.0732
111,295.99714,196.75789,156.68759,98.53586,226.90955,185.4276,348.95975999999996,369.03398000000004,282.98789,326.83153,363.6585,272.39736999999997,373.08878,361.75824,404.03463999999997,380.9240899999999,309.88227,148.90405,309.8277,137.27447
112,358.23113,356.50217,255.51533,216.13445,609.89135,495.76733,395.26719,440.31718000000006,373.89797,497.13975999999997,425.32586,415.81651999999997,400.6103,559.23528,480.12964999999997,479.70733,644.1256800000001,373.62381,571.2370900000001,407.4371
113,435.34988999999996,348.69882,298.55606,382.06868000000003,642.20691,572.99753,406.0408100000001,439.13332999999994,384.52447000000006,609.66409,444.49040999999994,576.35586,464.30141,541.4268500000001,476.73695,481.65369,644.4085500000001,565.82057,557.01449,573.49039
114,431.61183000000005,350.60121000000004,287.56763,398.57845,636.70263,552.04624,414.80550999999997,439.46495000000004,406.74773,609.8350800000001,445.09571,574.3725999999999,464.64818,574.7130900000001,516.72522,472.9790700000001,641.5988799999999,581.09874,553.49613,575.75554
115,432.18956000000003,354.98049000000003,284.73271,390.11236,637.7243100000001,532.6702700000001,411.60908,439.49086,407.4986200000001,610.80533,444.665,576.72631,465.54809,537.5202499999999,482.11805,471.42832,648.15728,575.1597,575.04576,573.16143
116,433.67730000000006,352.59946,287.59329,390.51093000000003,656.08381,523.2685799999999,406.19743000000005,440.65799000000004,384.03720999999996,597.17878,442.5655,582.4210599999999,472.28365,515.85315,461.85682,472.52795999999995,663.93989,576.70272,596.95772,601.98154
117,434.53639999999996,387.9024,297.5958,470.70096,670.7333900000001,554.56046,400.79604,439.44111000000004,377.48621,610.08855,441.02726,588.12525,473.8175,542.23206,453.82938,467.42186,688.2372700000001,609.9865499999999,635.2166899999999,638.17777
118,454.39414999999997,420.77481,295.58952,591.5006900000001,623.3079,527.63619,396.11196,441.82694,386.64930000000004,601.35779,442.34091,590.70387,474.89059,535.9682700000001,439.7783,463.60035999999997,714.59689,633.5475799999999,651.1272800000002,673.5805500000001
119,464.95989999999995,466.24773000000005,281.20591,567.48823,628.85033,546.60554,395.5671,444.58479,381.39627,579.9688299999999,462.07193,585.59181,473.93397000000004,557.55375,440.85628,468.18874,750.95961,605.0834100000001,667.9468099999999,677.93615
120,479.68291,485.81739999999996,268.56923,548.2697900000001,619.01984,513.41566,396.63993999999997,448.38063,364.35381,577.92083,477.00761,572.23493,473.94498,556.46667,420.38272000000006,467.01241999999996,771.0525499999999,618.0460899999998,660.4560399999999,657.9696200000001
121,488.4192,492.19169999999997,264.92728,551.6500699999999,618.8177699999999,511.6297400000001,391.83615999999995,451.12904,355.5902,567.6593799999999,478.72747,568.9606100000001,476.98329,552.82149,412.60619,462.98263999999995,772.3066,619.95146,658.21011,663.78573
122,490.947,491.18467000000004,262.65039,557.13961,618.96529,500.50115999999997,387.13303999999994,451.44965,349.9649,555.29943,476.23336000000006,566.2218,478.57077999999996,553.74599,418.87842,462.17535999999996,771.00992,618.34766,658.3486,668.03612
123,491.85130000000004,484.56334999999996,263.5604,553.10114,615.36945,496.66567,387.86698,448.28568,357.00824,560.88003,474.38097,567.5386800000001,480.49700999999993,533.93153,426.36852999999996,465.87194999999997,768.94263,614.3461100000001,658.62815,667.47263
124,489.53930999999994,465.5104,264.85824,537.97201,609.91228,505.00154999999995,391.70222,444.73777,354.30568999999997,551.74995,469.97643999999997,568.06227,481.33666,560.0833700000001,440.0365800000001,464.10739000000007,767.19388,602.64278,635.4541099999999,662.3491499999999
125,479.18042999999994,422.81437,273.67458,516.6383,620.5996399999999,485.62169,394.20411,445.16020000000003,360.92569000000003,566.0897699999999,457.72245,571.7303800000001,473.20053,547.37433,442.72166,475.71288000000004,714.07298,626.47908,590.17357,667.05029
126,465.12868999999995,388.49685,289.29278999999997,443.07550000000003,644.6083699999999,502.40603,393.54128,429.37279,364.07112000000006,587.5795700000001,446.18476999999996,577.12572,468.44054,544.52062,473.1122199999999,460.80609,666.17026,597.4818300000001,571.76771,618.24593
127,444.94138999999996,210.58785999999998,274.70074,259.83289,353.37407,416.77323000000007,376.90329999999994,326.89406999999994,341.59218999999996,557.0016800000001,445.26002000000005,571.56532,439.30386999999996,490.26297999999997,451.58213,330.98174,330.54821,527.40557,285.39572,415.79019999999997
128,309.67222,140.67022,192.75195000000002,105.79774,121.98258000000001,153.45137,328.71484,274.65654,279.77731,387.75735,409.4089,397.72076,315.42303999999996,295.85,317.31344,263.48858,183.15922,185.45193999999998,216.19760000000002,132.95892999999998
129,276.65677,125.49423,180.91567999999998,93.07455,92.15262,109.93125,315.74993,272.55142,242.39623000000003,307.87915000000004,364.59856,268.08117,310.64849,231.04182999999998,309.67796999999996,270.81692999999996,157.62732999999997,146.69636,205.72564,95.72967
130,273.51754999999997,128.79032,184.88097000000002,93.58531,78.95766,108.46279999999999,313.0742,273.78941,240.40004999999996,302.81850000000003,357.489,251.01835,308.8557,260.56824,334.70738000000006,260.0982,132.76116,137.55527,199.19603999999998,90.59012999999999
131,275.26009,126.91292999999999,185.23304000000002,97.21989,73.03261,104.09635,311.72636,277.39717,243.51634,303.62164,357.44678,248.46968999999999,315.35343,258.11337000000003,352.08849,257.09590000000003,128.28875,132.88129,197.94133,88.83567
132,280.84226,120.96933999999999,180.92396,99.86077,74.47929,97.97842000000001,314.12113,276.90181,239.38499000000002,306.91425,356.09828000000005,252.68679999999998,312.98962,240.50932999999998,323.47814,255.62396999999999,131.50918000000001,133.53079000000002,190.24484999999999,90.23532999999999
133,285.06492000000003,135.20295,160.38524999999998,102.16472999999999,73.4812,94.88713000000001,315.29215,302.7092,236.01274,293.26449,351.12339,250.96173,325.70113999999995,203.60042999999996,295.60098,256.43796000000003,134.13698,138.42356,194.81105000000002,102.91564
134,290.03476,133.87779,152.26957000000002,103.57746999999999,91.95444,109.0272,315.30084,296.86163,230.70027000000002,288.61162,347.15214000000003,256.81086999999997,422.10615,202.42410999999998,301.63836,268.62994,135.68341,148.96911,206.78358,113.0732
135,295.99714,196.75789,156.68759,98.53586,226.90955,185.4276,348.95975999999996,369.03398000000004,282.98789,326.83153,363.6585,272.39736999999997,373.08878,361.75824,404.03463999999997,380.9240899999999,309.88227,148.90405,309.8277,137.27447
136,358.23113,356.50217,255.51533,216.13445,609.89135,495.76733,395.26719,440.31718000000006,373.89797,497.13975999999997,425.32586,415.81651999999997,400.6103,559.23528,480.12964999999997,479.70733,644.1256800000001,373.62381,571.2370900000001,407.4371
137,435.34988999999996,348.69882,298.55606,382.06868000000003,642.20691,572.99753,406.0408100000001,439.13332999999994,384.52447000000006,609.66409,444.49040999999994,576.35586,464.30141,541.4268500000001,476.73695,481.65369,644.4085500000001,565.82057,557.01449,573.49039
138,431.61183000000005,350.60121000000004,287.56763,398.57845,636.70263,552.04624,414.80550999999997,439.46495000000004,406.74773,609.8350800000001,445.09571,574.3725999999999,464.64818,574.7130900000001,516.72522,472.9790700000001,641.5988799999999,581.09874,553.49613,575.75554
139,432.18956000000003,354.98049000000003,284.73271,390.11236,637.7243100000001,532.6702700000001,411.60908,439.49086,407.4986200000001,610.80533,444.665,576.72631,465.54809,537.5202499999999,482.11805,471.42832,648.15728,575.1597,575.04576,573.16143
140,433.67730000000006,352.59946,287.59329,390.51093000000003,656.08381,523.2685799999999,406.19743000000005,440.65799000000004,384.03720999999996,597.17878,442.5655,582.4210599999999,472.28365,515.85315,461.85682,472.52795999999995,663.93989,576.70272,596.95772,601.98154
141,434.53639999999996,387.9024,297.5958,470.70096,670.7333900000001,554.56046,400.79604,439.44111000000004,377.48621,610.08855,441.02726,588.12525,473.8175,542.23206,453.82938,467.42186,688.2372700000001,609.9865499999999,635.2166899999999,638.17777
142,454.39414999999997,420.77481,295.58952,591.5006900000001,623.3079,527.63619,396.11196,441.82694,386.64930000000004,601.35779,442.34091,590.70387,474.89059,535.9682700000001,439.7783,463.60035999999997,714.59689,633.5475799999999,651.1272800000002,673.5805500000001
143,464.95989999999995,466.24773000000005,281.20591,567.48823,628.85033,546.60554,395.5671,444.58479,381.39627,579.9688299999999,462.07193,585.59181,473.93397000000004,557.55375,440.85628,468.18874,750.95961,605.0834100000001,667.9468099999999,677.93615
144,479.68291,485.81739999999996,268.56923,548.2697900000001,619.01984,513.41566,396.63993999999997,448.38063,364.35381,577.92083,477.00761,572.23493,473.94498,556.46667,420.38272000000006,467.01241999999996,771.0525499999999,618.0460899999998,660.4560399999999,657.9696200000001
145,488.4192,492.19169999999997,264.92728,551.6500699999999,618.8177699999999,511.6297400000001,391.83615999999995,451.12904,355.5902,567.6593799999999,478.72747,568.9606100000001,476.98329,552.82149,412.60619,462.98263999999995,772.3066,619.95146,658.21011,663.78573
146,490.947,491.18467000000004,262.65039,557.13961,618.96529,500.50115999999997,387.13303999999994,451.44965,349.9649,555.29943,476.23336000000006,566.2218,478.57077999999996,553.74599,418.87842,462.17535999999996,771.00992,618.34766,658.3486,668.03612
147,491.85130000000004,484.56334999999996,263.5604,553.10114,615.36945,496.66567,387.86698,448.28568,357.00824,560.88003,474.38097,567.5386800000001,480.49700999999993,533.93153,426.36852999999996,465.87194999999997,768.94263,614.3461100000001,658.62815,667.47263
148,489.53930999999994,465.5104,264.85824,537.97201,609.91228,505.00154999999995,391.70222,444.73777,354.30568999999997,551.74995,469.97643999999997,568.06227,481.33666,560.0833700000001,440.0365800000001,464.10739000000007,767.19388,602.64278,635.4541099999999,662.3491499999999
149,479.18042999999994,422.81437,273.67458,516.6383,620.5996399999999,485.62169,394.20411,445.16020000000003,360.92569000000003,566.0897699999999,457.72245,571.7303800000001,473.20053,547.37433,442.72166,475.71288000000004,714.07298,626.47908,590.17357,667.05029
150,465.12868999999995,388.49685,289.29278999999997,443.07550000000003,644.6083699999999,502.40603,393.54128,429.37279,364.07112000000006,587.5795700000001,446.18476999999996,577.12572,468.44054,544.52062,473.1122199999999,460.80609,666.17026,597.4818300000001,571.76771,618.24593
151,444.94138999999996,210.58785999999998,274.70074,259.83289,353.37407,416.77323000000007,376.90329999999994,326.89406999999994,341.59218999999996,557.0016800000001,445.26002000000005,571.56532,439.30386999999996,490.26297999999997,451.58213,330.98174,330.54821,527.40557,285.39572,415.79019999999997
152,309.67222,140.67022,192.75195000000002,105.79774,121.98258000000001,153.45137,328.71484,274.65654,279.77731,387.75735,409.4089,397.72076,315.42303999999996,295.85,317.31344,263.48858,183.15922,185.45193999999998,216.19760000000002,132.95892999999998
153,276.65677,125.49423,180.91567999999998,93.07455,92.15262,109.93125,315.74993,272.55142,242.39623000000003,307.87915000000004,364.59856,268.08117,310.64849,231.04182999999998,309.67796999999996,270.81692999999996,157.62732999999997,146.69636,205.72564,95.72967
154,273.51754999999997,128.79032,184.88097000000002,93.58531,78.95766,108.46279999999999,313.0742,273.78941,240.40004999999996,302.81850000000003,357.489,251.01835,308.8557,260.56824,334.70738000000006,260.0982,132.76116,137.55527,199.19603999999998,90.59012999999999
155,275.26009,126.91292999999999,185.23304000000002,97.21989,73.03261,104.09635,311.72636,277.39717,243.51634,303.62164,357.44678,248.46968999999999,315.35343,258.11337000000003,352.08849,257.09590000000003,128.28875,132.88129,197.94133,88.83567
156,280.84226,120.96933999999999,180.92396,99.86077,74.47929,97.97842000000001,314.12113,276.90181,239.38499000000002,306.91425,356.09828000000005,252.68679999999998,312.98962,240.50932999999998,323.47814,255.62396999999999,131.50918000000001,133.53079000000002,190.24484999999999,90.23532999999999
157,285.06492000000003,135.20295,160.38524999999998,102.16472999999999,73.4812,94.88713000000001,315.29215,302.7092,236.01274,293.26449,351.12339,250.96173,325.70113999999995,203.60042999999996,295.60098,256.43796000000003,134.13698,138.42356,194.81105000000002,102.91564
158,290.03476,133.87779,152.26957000000002,103.57746999999999,91.95444,109.0272,315.30084,296.86163,230.70027000000002,288.61162,347.15214000000003,256.81086999999997,422.10615,202.42410999999998,301.63836,268.62994,135.68341,148.96911,206.78358,113.0732
159,295.99714,196.75789,156.68759,98.53586,226.90955,185.4276,348.95975999999996,369.03398000000004,282.98789,326.83153,363.6585,272.39736999999997,373.08878,361.75824,404.03463999999997,380.9240899999999,309.88227,148.90405,309.8277,137.27447
160,358.23113,356.50217,255.51533,216.13445,609.89135,495.76733,395.26719,440.31718000000006,373.89797,497.13975999999997,425.32586,415.81651999999997,400.6103,559.23528,480.12964999999997,479.70733,644.1256800000001,373.62381,571.2370900000001,407.4371
161,435.34988999999996,348.69882,298.55606,382.06868000000003,642.20691,572.99753,406.0408100000001,439.13332999999994,384.52447000000006,609.66409,444.49040999999994,576.35586,464.30141,541.4268500000001,476.73695,481.65369,644.4085500000001,565.82057,557.01449,573.49039
162,431.61183000000005,350.60121000000004,287.56763,398.57845,636.70263,552.04624,414.80550999999997,439.46495000000004,406.74773,609.8350800000001,445.09571,574.3725999999999,464.64818,574.7130900000001,516.72522,472.9790700000001,641.5988799999999,581.09874,553.49613,575.75554
163,432.18956000000003,354.98049000000003,284.73271,390.11236,637.7243100000001,532.6702700000001,411.60908,439.49086,407.4986200000001,610.80533,444.665,576.72631,465.54809,537.5202499999999,482.11805,471.42832,648.15728,575.1597,575.04576,573.16143
164,433.67730000000006,352.59946,287.59329,390.51093000000003,656.08381,523.2685799999999,406.19743000000005,440.65799000000004,384.03720999999996,597.17878,442.5655,582.4210599999999,472.28365,515.85315,461.85682,472.52795999999995,663.93989,576.70272,596.95772,601.98154
165,434.53639999999996,387.9024,297.5958,470.70096,670.7333900000001,554.56046,400.79604,439.44111000000004,377.48621,610.08855,441.02726,588.12525,473.8175,542.23206,453.82938,467.42186,688.2372700000001,609.9865499999999,635.2166899999999,638.17777
166,454.39414999999997,420.77481,295.58952,591.5006900000001,623.3079,527.63619,396.11196,441.82694,386.64930000000004,601.35779,442.34091,590.70387,474.89059,535.9682700000001,439.7783,463.60035999999997,714.59689,633.5475799999999,651.1272800000002,673.5805500000001
167,464.95989999999995,466.24773000000005,281.20591,567.48823,628.85033,546.60554,395.5671,444.58479,381.39627,579.9688299999999,462.07193,585.59181,473.93397000000004,557.55375,440.85628,468.18874,750.95961,605.0834100000001,667.9468099999999,677.93615
168,479.68291,485.81739999999996,268.56923,548.2697900000001,619.01984,513.41566,396.63993999999997,448.38063,364.35381,577.92083,477.00761,572.23493,473.94498,556.46667,420.38272000000006,467.01241999999996,771.0525499999999,618.0460899999998,660.4560399999999,657.9696200000001
